category,company_name,website,founded_year,raised_amount,description
NewSQL Databases,CockroachDB,https://www.cockroachlabs.com/,2015.0,$632.85M,"Cockroach Labs enables developers to build scalable applications that can survive datacenter-scale outages. With strong consistency and transactions, Cockroach Labs frees developers to focus on what matters, instead of engineering solutions to database shortcomings. The company was founded in 2015 and is based in New York, New York."
NewSQL Databases,PingCAP,https://www.pingcap.com/,2015.0,$335M,"PingCAP is a NewSQL database provider that develops TiDB, a popular open-source distributed Hybrid Transactional/Analytical Processing (HTAP) database."
NewSQL Databases,Dassault Systemes NuoDB,https://www.3ds.com/nuodb-distributed-sql-database,1983.0,,"Dassault Systemes (Euronext: DSY) (OTC Pink: DASTY) develops 3D design, 3D digital mock-up, and product lifecycle management (PLM) software. It provides solutions for a wide range of industries including aerospace and defense, architecture, engineering, construction, consumer goods, retail, and more. It was founded in 1983 and is based in Velizy-Villacoublay, France."
NewSQL Databases,MariaDB Xpand,https://mariadb.com/products/enterprise/xpand/,2009.0,$225.32M,"MariaDB (NYSE: MRDB) provides open-source database solutions for SaaS, cloud, and on-premises applications that require availability, scalability, and performance. Its software uses pluggable, purpose-built storage engines to support workloads that previously required a variety of specialized databases delivering operational agility for businesses to focus on operations and reduce costs, constraints, and complexity related to proprietary databases. MariaDB was formerly known as SkySQI. The company was founded in 2009 and is based in Redwood City, California."
Real Time Databases,ReadySet,https://readyset.io/,2020.0,$33.9M,"ReadySet provides a drop-in solution to the database performance problems that often arise when a company is in a phase of rapid growth, such as when dealing with large datasets, complicated queries, or high request volumes. To mitigate this problem today, developers must build in-house solutions based on custom query caching systems and read replica hierarchies. The resulting systems are complex, expensive, and prone to failures and outages. ReadySet was founded in 2020 and is based in Boston Massachusetts."
Real Time Databases,Materialize,https://materialize.com/,2019.0,$100M,"Materialize is a SQL streaming database for building internal tools, interactive dashboards, and customer-facing experiences. The company was founded in 2019 and is based in New York, New York."
Real Time Databases,Convex,https://www.convex.dev/,2021.0,$0.1M,"Convex offers a global state management platform for web developers. Its platform allows users to create their own projects, store and sync the app's shared state, and watch the app update with automatic subscriptions. It was founded in 2021 and is based in San Francisco, California."
Real Time Databases,RethinkDB,https://rethinkdb.com/,2009.0,$13.3M,"RethinkDB explores how databases can be intelligently designed to benefit from solid-state disks and flash storage. RethinkDB is built to store JSON documents, and scale to multiple machines with very little effort. It has a pleasant query language that supports really useful queries like table joins and group by, and is easy to setup and learn."
Real Time Databases,FeatureBase,https://www.featurebase.com/,2017.0,$33.76M,"FeatureBase offers a distributed, highly-scalable, real-time database available via open source or cloud that is designed to execute analytical queries with low latency regardless of throughput or query volumes. It is designed for workloads that require real-time analytics on data that is continuously updated through inserts, updates, or deletes. FeatureBase was formerly known as Molecula. The company was founded in 2017 and is based in Austin, Texas."
Real Time Databases,Redis,https://redis.com/,2011.0,,"Redis provides a real-time data platform. It offers solutions for enterprise caching, session management, leaderboards, fraud detection, deduplication, and more. It serves retail, gaming, healthcare, and other sectors. It was founded in 2011 and is based in Mountain View, California."
Real Time Databases,Altinity,https://altinity.com/,2017.0,$4M,"Altinity is the commercial company behind the open-source ClickHouse data warehouse is an open-source SQL data warehouse to match the performance, maturity, and scalability of proprietary databases like Sybase IQ, Vertica, and Snowflake."
Real Time Databases,Startree,https://startree.ai/,2019.0,$75M,"StarTree operates a real-time analytics platform to power both enterprise and user-facing analytics applications. Its platform helps its users manage their real-time analytics and allows them to onboard more data and applications across additional use cases. It was formerly known as CortexData. The firm was founded in 2019 and is based in Mountain View, California."
Real Time Databases,QuestDB,https://questdb.io/,2019.0,$14.43M,"QuestDB develops a time-series database for high throughput ingestion and fast structured query language (SQL) queries with operational simplicity. It supports schema-agnostic ingestion using the influx database line protocol (Influx DB), wire protocol (PostgreSQL), and a representational state transfer application programming interface (REST API) for imports and exports. The company was founded in 2019 and is based in London, United Kingdom."
Real Time Databases,KX,https://kx.com/,1993.0,,"Kx Systems provides software solutions that offer tools for the processing of real-time and historical data for trading, research, and smart meter data analysis. Kx offers kdb+, a column-store database with a built-in expressive query and programming language, q."
